NOSE_x,NOSE_y,NOSE_score,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_score,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_score,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_score,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_score,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_score,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_score,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_score,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_score,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_score,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_score,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_score,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_score,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_score,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_score,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_score,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_score,class_name,class_no
237.0,50.0,0.6817044019699097,250.0,46.0,0.7327483296394348,226.0,46.0,0.7041141986846924,271.0,66.0,0.8350195288658142,215.0,66.0,0.7632579803466797,307.0,124.0,0.8695855140686035,180.0,124.0,0.8907126188278198,322.0,203.0,0.8522973656654358,151.0,193.0,0.6378064751625061,277.0,121.0,0.6701233386993408,207.0,117.0,0.8147397041320801,274.0,290.0,0.9143831729888916,200.0,290.0,0.8953394293785095,294.0,448.0,0.7875522971153259,165.0,451.0,0.716045618057251,310.0,588.0,0.7352997660636902,142.0,592.0,0.891266942024231,start,0
217.0,91.0,0.5483872890472412,228.0,88.0,0.7220507860183716,206.0,84.0,0.7086792588233948,246.0,100.0,0.7675455212593079,188.0,98.0,0.656277596950531,276.0,156.0,0.8653298616409302,148.0,152.0,0.7215591669082642,293.0,214.0,0.8894102573394775,121.0,206.0,0.9043794274330139,250.0,127.0,0.8457765579223633,175.0,129.0,0.8556607961654663,244.0,316.0,0.836546003818512,160.0,313.0,0.7471948862075806,265.0,503.0,0.8782389760017395,117.0,497.0,0.819174587726593,275.0,622.0,0.4859638810157776,88.0,619.0,0.5176936388015747,start,0
217.0,63.0,0.5711965560913086,230.0,55.0,0.7641165852546692,204.0,54.0,0.7235768437385559,249.0,72.0,0.7428440451622009,192.0,72.0,0.6872695684432983,286.0,130.0,0.7975266575813293,156.0,137.0,0.8849642872810364,298.0,223.0,0.8799113631248474,141.0,223.0,0.8957206606864929,252.0,137.0,0.705915093421936,182.0,145.0,0.875038743019104,256.0,311.0,0.8536263704299927,180.0,313.0,0.8801710605621338,289.0,455.0,0.6450614929199219,146.0,453.0,0.6239577531814575,303.0,597.0,0.8808528184890747,127.0,596.0,0.905059278011322,start,0
237.0,50.0,0.6817044019699097,250.0,46.0,0.7327483296394348,226.0,46.0,0.7041141986846924,271.0,66.0,0.8350195288658142,215.0,66.0,0.7632579803466797,307.0,124.0,0.8695855140686035,180.0,124.0,0.8907126188278198,322.0,203.0,0.8522973656654358,151.0,193.0,0.6378064751625061,277.0,121.0,0.6701233386993408,207.0,117.0,0.8147397041320801,274.0,290.0,0.9143831729888916,200.0,290.0,0.8953394293785095,294.0,448.0,0.7875522971153259,165.0,451.0,0.716045618057251,310.0,588.0,0.7352997660636902,142.0,592.0,0.891266942024231,start,0
297.0,45.0,0.32427945733070374,311.0,36.0,0.6706441044807434,286.0,35.0,0.5895448923110962,326.0,64.0,0.7723115682601929,260.0,62.0,0.7538844347000122,355.0,127.0,0.711523175239563,224.0,127.0,0.9477208256721497,399.0,226.0,0.91706383228302,175.0,223.0,0.9028695821762085,423.0,147.0,0.5179812908172607,144.0,143.0,0.8872123956680298,333.0,333.0,0.9367931485176086,240.0,330.0,0.8935017585754395,364.0,518.0,0.7696570158004761,205.0,514.0,0.6143699884414673,399.0,674.0,0.7461438179016113,174.0,676.0,0.7647461295127869,start,0
265.0,77.0,0.4946933686733246,280.0,67.0,0.6617323160171509,249.0,67.0,0.6042200326919556,304.0,85.0,0.6685994267463684,235.0,93.0,0.7356196641921997,352.0,157.0,0.9180327653884888,197.0,158.0,0.7681279182434082,364.0,253.0,0.8027652502059937,166.0,251.0,0.8313830494880676,304.0,151.0,0.6566961407661438,222.0,159.0,0.8483248949050903,311.0,370.0,0.8678986430168152,220.0,373.0,0.81875079870224,338.0,555.0,0.7478460669517517,175.0,550.0,0.8987187147140503,362.0,734.0,0.9202267527580261,148.0,734.0,0.91377854347229,start,0
347.0,103.0,0.6323956251144409,337.0,96.0,0.8085678219795227,334.0,92.0,0.6474018692970276,305.0,106.0,0.7977638244628906,294.0,100.0,0.9109623432159424,347.0,181.0,0.9244858026504517,225.0,168.0,0.9210543632507324,391.0,274.0,0.8804361820220947,168.0,259.0,0.9239853620529175,448.0,204.0,0.7119930982589722,113.0,198.0,0.9241840243339539,331.0,371.0,0.9368691444396973,240.0,371.0,0.8896028995513916,360.0,555.0,0.9521697163581848,201.0,566.0,0.8830531239509583,395.0,731.0,0.8845797777175903,174.0,728.0,0.6768978238105774,start,0
292.0,45.0,0.3769599199295044,305.0,36.0,0.6298855543136597,282.0,41.0,0.49506011605262756,323.0,62.0,0.7606439590454102,256.0,61.0,0.8115971088409424,354.0,122.0,0.91097092628479,221.0,121.0,0.913049578666687,395.0,218.0,0.897084653377533,170.0,213.0,0.7422038316726685,420.0,145.0,0.8233945965766907,141.0,135.0,0.8826192617416382,331.0,330.0,0.9347532987594604,237.0,327.0,0.8639469146728516,362.0,511.0,0.8877153396606445,205.0,512.0,0.9288952350616455,394.0,662.0,0.7001173496246338,173.0,665.0,0.7266805171966553,start,0
215.0,50.0,0.41305992007255554,223.0,45.0,0.6120187044143677,205.0,45.0,0.629647970199585,237.0,60.0,0.6876715421676636,188.0,63.0,0.5036946535110474,266.0,112.0,0.7044345140457153,152.0,112.0,0.912018895149231,279.0,168.0,0.8156988024711609,147.0,175.0,0.847258448600769,248.0,96.0,0.5275466442108154,176.0,92.0,0.5489834547042847,243.0,271.0,0.7997187376022339,172.0,272.0,0.8705666065216064,269.0,429.0,0.8702390193939209,143.0,425.0,0.8084555864334106,297.0,573.0,0.7651702761650085,118.0,577.0,0.5879051089286804,start,0
252.0,52.0,0.42385226488113403,269.0,42.0,0.59816974401474,239.0,41.0,0.5844318866729736,280.0,69.0,0.655656099319458,210.0,65.0,0.6950131058692932,318.0,150.0,0.7329755425453186,168.0,156.0,0.9363366961479187,370.0,270.0,0.8772763013839722,122.0,278.0,0.9437164068222046,379.0,157.0,0.7577168941497803,107.0,186.0,0.7479349374771118,293.0,390.0,0.8986183404922485,190.0,393.0,0.9111263751983643,352.0,598.0,0.7629825472831726,147.0,616.0,0.8683235049247742,375.0,785.0,0.8260136842727661,122.0,807.0,0.8211263418197632,start,0
252.0,52.0,0.42385226488113403,269.0,42.0,0.59816974401474,239.0,41.0,0.5844318866729736,280.0,69.0,0.655656099319458,210.0,65.0,0.6950131058692932,318.0,150.0,0.7329755425453186,168.0,156.0,0.9363366961479187,370.0,270.0,0.8772763013839722,122.0,278.0,0.9437164068222046,379.0,157.0,0.7577168941497803,107.0,186.0,0.7479349374771118,293.0,390.0,0.8986183404922485,190.0,393.0,0.9111263751983643,352.0,598.0,0.7629825472831726,147.0,616.0,0.8683235049247742,375.0,785.0,0.8260136842727661,122.0,807.0,0.8211263418197632,start,0
205.0,84.0,0.5168188810348511,217.0,77.0,0.6477607488632202,193.0,77.0,0.6698648929595947,237.0,93.0,0.6692444086074829,180.0,94.0,0.7535435557365417,273.0,151.0,0.863932192325592,150.0,159.0,0.7262629270553589,286.0,239.0,0.9305499792098999,123.0,242.0,0.7982587218284607,233.0,153.0,0.8331558704376221,167.0,160.0,0.7538608312606812,242.0,331.0,0.8630714416503906,167.0,333.0,0.8533998131752014,263.0,479.0,0.6389675140380859,132.0,477.0,0.7846624851226807,278.0,625.0,0.9042968153953552,101.0,620.0,0.9242113828659058,start,0
191.0,79.0,0.5661301612854004,208.0,70.0,0.6047248840332031,176.0,74.0,0.789524495601654,236.0,92.0,0.740935206413269,165.0,99.0,0.7779150605201721,285.0,165.0,0.7607659101486206,126.0,172.0,0.8731735348701477,305.0,270.0,0.9189496040344238,98.0,268.0,0.8830946087837219,241.0,159.0,0.5510902404785156,153.0,166.0,0.6504859924316406,246.0,393.0,0.8469945788383484,153.0,393.0,0.8624465465545654,270.0,579.0,0.6871604323387146,116.0,573.0,0.7758945226669312,293.0,752.0,0.8857177495956421,79.0,747.0,0.8310733437538147,start,0
237.0,50.0,0.6817044019699097,250.0,46.0,0.7327483296394348,226.0,46.0,0.7041141986846924,271.0,66.0,0.8350195288658142,215.0,66.0,0.7632579803466797,307.0,124.0,0.8695855140686035,180.0,124.0,0.8907126188278198,322.0,203.0,0.8522973656654358,151.0,193.0,0.6378064751625061,277.0,121.0,0.6701233386993408,207.0,117.0,0.8147397041320801,274.0,290.0,0.9143831729888916,200.0,290.0,0.8953394293785095,294.0,448.0,0.7875522971153259,165.0,451.0,0.716045618057251,310.0,588.0,0.7352997660636902,142.0,592.0,0.891266942024231,start,0
217.0,63.0,0.5711965560913086,230.0,55.0,0.7641165852546692,204.0,54.0,0.7235768437385559,249.0,72.0,0.7428440451622009,192.0,72.0,0.6872695684432983,286.0,130.0,0.7975266575813293,156.0,137.0,0.8849642872810364,298.0,223.0,0.8799113631248474,141.0,223.0,0.8957206606864929,252.0,137.0,0.705915093421936,182.0,145.0,0.875038743019104,256.0,311.0,0.8536263704299927,180.0,313.0,0.8801710605621338,289.0,455.0,0.6450614929199219,146.0,453.0,0.6239577531814575,303.0,597.0,0.8808528184890747,127.0,596.0,0.905059278011322,start,0
218.0,42.0,0.5941143035888672,227.0,38.0,0.5673664808273315,210.0,37.0,0.5986130237579346,244.0,49.0,0.7771250009536743,197.0,52.0,0.481419175863266,277.0,107.0,0.8577964305877686,165.0,105.0,0.8461138606071472,288.0,161.0,0.8417676091194153,147.0,158.0,0.8333304524421692,252.0,80.0,0.47634056210517883,182.0,75.0,0.5467369556427002,247.0,262.0,0.8972359895706177,178.0,262.0,0.8937340974807739,275.0,428.0,0.8759347796440125,147.0,418.0,0.838170051574707,299.0,559.0,0.842022716999054,123.0,560.0,0.7605952024459839,start,0
218.0,42.0,0.5941143035888672,227.0,38.0,0.5673664808273315,210.0,37.0,0.5986130237579346,244.0,49.0,0.7771250009536743,197.0,52.0,0.481419175863266,277.0,107.0,0.8577964305877686,165.0,105.0,0.8461138606071472,288.0,161.0,0.8417676091194153,147.0,158.0,0.8333304524421692,252.0,80.0,0.47634056210517883,182.0,75.0,0.5467369556427002,247.0,262.0,0.8972359895706177,178.0,262.0,0.8937340974807739,275.0,428.0,0.8759347796440125,147.0,418.0,0.838170051574707,299.0,559.0,0.842022716999054,123.0,560.0,0.7605952024459839,start,0
217.0,91.0,0.5483872890472412,228.0,88.0,0.7220507860183716,206.0,84.0,0.7086792588233948,246.0,100.0,0.7675455212593079,188.0,98.0,0.656277596950531,276.0,156.0,0.8653298616409302,148.0,152.0,0.7215591669082642,293.0,214.0,0.8894102573394775,121.0,206.0,0.9043794274330139,250.0,127.0,0.8457765579223633,175.0,129.0,0.8556607961654663,244.0,316.0,0.836546003818512,160.0,313.0,0.7471948862075806,265.0,503.0,0.8782389760017395,117.0,497.0,0.819174587726593,275.0,622.0,0.4859638810157776,88.0,619.0,0.5176936388015747,start,0
260.0,32.0,0.33498814702033997,264.0,20.0,0.3350893259048462,250.0,21.0,0.5982186794281006,274.0,31.0,0.4359966814517975,233.0,35.0,0.5708823800086975,335.0,107.0,0.7099024057388306,183.0,111.0,0.944459080696106,379.0,224.0,0.9470654726028442,131.0,232.0,0.9032983183860779,407.0,124.0,0.814995288848877,98.0,141.0,0.8856066465377808,307.0,323.0,0.9083818793296814,203.0,320.0,0.8605883121490479,345.0,550.0,0.8380210399627686,162.0,547.0,0.8182809948921204,391.0,747.0,0.8464478254318237,120.0,759.0,0.9201422929763794,start,0
220.0,41.0,0.6714307069778442,235.0,37.0,0.6029476523399353,210.0,36.0,0.6359593868255615,253.0,62.0,0.8369949460029602,194.0,60.0,0.7753024697303772,284.0,121.0,0.9180787801742554,157.0,124.0,0.9215967059135437,302.0,208.0,0.9193592071533203,140.0,206.0,0.8569188117980957,251.0,125.0,0.5277842283248901,186.0,122.0,0.5225986242294312,255.0,291.0,0.8381726741790771,180.0,290.0,0.882919192314148,277.0,447.0,0.8103940486907959,145.0,440.0,0.8793224096298218,296.0,593.0,0.7394411563873291,116.0,603.0,0.8511791825294495,start,0
436.0,154.0,0.6178795695304871,460.0,147.0,0.6385148167610168,416.0,148.0,0.6277362108230591,498.0,190.0,0.824447512626648,384.0,188.0,0.6440343856811523,553.0,301.0,0.7023780345916748,317.0,305.0,0.8856011033058167,584.0,442.0,0.7164521813392639,265.0,425.0,0.8713661432266235,515.0,271.0,0.5228695273399353,355.0,256.0,0.6159613132476807,499.0,653.0,0.9164829850196838,348.0,651.0,0.9025352597236633,556.0,923.0,0.8313711881637573,264.0,928.0,0.9008223414421082,577.0,1218.0,0.8945019841194153,222.0,1221.0,0.8437096476554871,start,0
289.0,36.0,0.6480242013931274,302.0,36.0,0.7178194522857666,276.0,33.0,0.6780122518539429,321.0,65.0,0.7557808756828308,254.0,64.0,0.7266150712966919,351.0,133.0,0.9162312150001526,220.0,139.0,0.9368541836738586,391.0,232.0,0.9536987543106079,179.0,240.0,0.8953704237937927,422.0,155.0,0.8665850758552551,146.0,162.0,0.8872547149658203,331.0,330.0,0.9216211438179016,238.0,329.0,0.8360399007797241,359.0,510.0,0.8990671634674072,207.0,515.0,0.8349552750587463,404.0,692.0,0.7511126399040222,184.0,681.0,0.6509394645690918,start,0
251.0,8.0,0.39366230368614197,252.0,5.0,0.4828692376613617,242.0,6.0,0.5424395203590393,266.0,7.0,0.4237796664237976,224.0,12.0,0.6525918245315552,324.0,94.0,0.8597785830497742,172.0,92.0,0.9290220141410828,374.0,212.0,0.8992677927017212,124.0,219.0,0.8487902879714966,399.0,105.0,0.8298396468162537,88.0,121.0,0.692051887512207,297.0,318.0,0.9199444651603699,189.0,317.0,0.8987463116645813,331.0,547.0,0.6678488254547119,147.0,549.0,0.8759046792984009,379.0,744.0,0.7031248807907104,111.0,756.0,0.8367294073104858,start,0
436.0,154.0,0.6178795695304871,460.0,147.0,0.6385148167610168,416.0,148.0,0.6277362108230591,498.0,190.0,0.824447512626648,384.0,188.0,0.6440343856811523,553.0,301.0,0.7023780345916748,317.0,305.0,0.8856011033058167,584.0,442.0,0.7164521813392639,265.0,425.0,0.8713661432266235,515.0,271.0,0.5228695273399353,355.0,256.0,0.6159613132476807,499.0,653.0,0.9164829850196838,348.0,651.0,0.9025352597236633,556.0,923.0,0.8313711881637573,264.0,928.0,0.9008223414421082,577.0,1218.0,0.8945019841194153,222.0,1221.0,0.8437096476554871,start,0
298.0,52.0,0.42225414514541626,311.0,48.0,0.654308557510376,286.0,49.0,0.6441348791122437,326.0,72.0,0.7867413759231567,262.0,71.0,0.7090792655944824,357.0,134.0,0.8594067692756653,223.0,133.0,0.8360917568206787,402.0,231.0,0.9341605305671692,175.0,229.0,0.8835411667823792,425.0,155.0,0.7428839206695557,143.0,151.0,0.8120115995407104,334.0,338.0,0.9304578304290771,243.0,335.0,0.8839821815490723,362.0,519.0,0.7480411529541016,212.0,518.0,0.793134331703186,398.0,675.0,0.7528672218322754,175.0,683.0,0.7287067770957947,start,0
210.0,52.0,0.6607266664505005,224.0,46.0,0.7504777908325195,199.0,47.0,0.7483589053153992,246.0,64.0,0.7831202149391174,189.0,67.0,0.7022885084152222,284.0,120.0,0.8799954652786255,158.0,123.0,0.8775105476379395,297.0,203.0,0.929219663143158,133.0,199.0,0.865062952041626,247.0,119.0,0.8039016127586365,180.0,121.0,0.6005924940109253,250.0,298.0,0.8805161714553833,174.0,301.0,0.8351379036903381,274.0,449.0,0.7483664751052856,146.0,443.0,0.7515372633934021,295.0,591.0,0.9068107008934021,120.0,597.0,0.893729567527771,start,0
231.0,73.0,0.7011531591415405,245.0,68.0,0.599596381187439,217.0,68.0,0.6740446090698242,270.0,91.0,0.6914986371994019,202.0,94.0,0.7845112085342407,316.0,164.0,0.8336337804794312,161.0,163.0,0.8608490228652954,334.0,263.0,0.8450145721435547,127.0,252.0,0.642448365688324,279.0,159.0,0.8188318014144897,192.0,156.0,0.8910982608795166,276.0,367.0,0.9083579182624817,185.0,366.0,0.8709766268730164,301.0,563.0,0.7530298233032227,142.0,566.0,0.7658600807189941,318.0,730.0,0.714958667755127,114.0,737.0,0.8906806707382202,start,0
222.0,84.0,0.7616086602210999,238.0,79.0,0.6096981763839722,208.0,78.0,0.6585935950279236,260.0,103.0,0.748889684677124,194.0,103.0,0.7422366142272949,307.0,183.0,0.8533878922462463,151.0,191.0,0.9021263122558594,319.0,287.0,0.9028661251068115,124.0,290.0,0.8367298245429993,261.0,182.0,0.564644455909729,178.0,193.0,0.8114535212516785,267.0,397.0,0.8961929678916931,180.0,402.0,0.8917795419692993,294.0,587.0,0.7725033164024353,131.0,580.0,0.6235600709915161,311.0,761.0,0.759250283241272,97.0,756.0,0.879261314868927,start,0
247.0,75.0,0.7204389572143555,265.0,68.0,0.5374352335929871,233.0,67.0,0.5450670123100281,290.0,88.0,0.7125428915023804,221.0,89.0,0.6602813005447388,340.0,161.0,0.8394297957420349,182.0,171.0,0.7750283479690552,355.0,268.0,0.8982486724853516,153.0,272.0,0.8876517415046692,291.0,165.0,0.8258002400398254,208.0,170.0,0.7018200159072876,298.0,399.0,0.9065537452697754,202.0,403.0,0.8999021649360657,335.0,575.0,0.5970243215560913,160.0,566.0,0.6651201844215393,346.0,748.0,0.841545581817627,133.0,735.0,0.822397768497467,start,0
237.0,84.0,0.46250152587890625,256.0,70.0,0.5525045394897461,222.0,69.0,0.5106045007705688,281.0,88.0,0.8298919200897217,207.0,85.0,0.8193134665489197,317.0,179.0,0.8876800537109375,164.0,183.0,0.8867879509925842,357.0,298.0,0.8984693288803101,133.0,302.0,0.9287885427474976,376.0,187.0,0.7404007911682129,110.0,210.0,0.804787278175354,288.0,407.0,0.8448014259338379,186.0,408.0,0.8629123568534851,304.0,620.0,0.7953077554702759,157.0,622.0,0.9004277586936951,318.0,803.0,0.6185165643692017,133.0,808.0,0.8533648252487183,start,0
305.0,42.0,0.803630530834198,321.0,37.0,0.8666106462478638,293.0,38.0,0.7598887085914612,343.0,68.0,0.81072998046875,280.0,66.0,0.8559209108352661,373.0,137.0,0.9153507351875305,243.0,133.0,0.9716356992721558,429.0,229.0,0.9602236151695251,185.0,221.0,0.959006667137146,491.0,155.0,0.8871352672576904,127.0,164.0,0.8821240663528442,351.0,336.0,0.9348837733268738,255.0,333.0,0.8590659499168396,380.0,524.0,0.9219766855239868,224.0,522.0,0.8327153921127319,416.0,684.0,0.6299790740013123,192.0,685.0,0.7447105646133423,start,0
215.0,50.0,0.41305992007255554,223.0,45.0,0.6120187044143677,205.0,45.0,0.629647970199585,237.0,60.0,0.6876715421676636,188.0,63.0,0.5036946535110474,266.0,112.0,0.7044345140457153,152.0,112.0,0.912018895149231,279.0,168.0,0.8156988024711609,147.0,175.0,0.847258448600769,248.0,96.0,0.5275466442108154,176.0,92.0,0.5489834547042847,243.0,271.0,0.7997187376022339,172.0,272.0,0.8705666065216064,269.0,429.0,0.8702390193939209,143.0,425.0,0.8084555864334106,297.0,573.0,0.7651702761650085,118.0,577.0,0.5879051089286804,start,0
